	year	quarter	origin	ticket_carrier	operating_carrier	passengers
79820	2008	4	ORD	United Air Lines	United Air Lines	1
79822	2008	4	ORD	United Air Lines	United Air Lines	1
79824	2008	4	ORD	United Air Lines	United Air Lines	1
79826	2008	4	ORD	United Air Lines	United Air Lines	1
79828	2008	4	ORD	US Airways	United Air Lines	1
79830	2008	4	ORD	US Airways	United Air Lines	1
79832	2008	4	ORD	US Airways	US Airways	1
80446	2008	4	ORD	American Airlines	American Airlines	1
80461	2008	4	ORD	American Airlines	American Airlines	1
80466	2008	4	ORD	American Airlines	American Airlines	1
80468	2008	4	ORD	American Airlines	American Airlines	1
80470	2008	4	ORD	American Airlines	American Airlines	1
80472	2008	4	ORD	American Airlines	American Airlines	1
80474	2008	4	ORD	United Air Lines	United Air Lines	1
80644	2008	4	ORD	American Airlines	99	1
81554	2008	4	ORD	American Airlines	American Airlines	1
81967	2008	4	ORD	American Airlines	American Airlines	1
81970	2008	4	ORD	American Airlines	MQ	1
82560	2008	4	ORD	United Air Lines	United Air Lines	2
82569	2008	4	ORD	American Airlines	American Airlines	1
83716	2008	4	ORD	American Airlines	American Airlines	1
83958	2008	4	ORD	American Airlines	American Airlines	1
84146	2008	4	ORD	American Airlines	American Airlines	1
84150	2008	4	ORD	American Airlines	American Airlines	1
84154	2008	4	ORD	American Airlines	American Airlines	1
84158	2008	4	ORD	American Airlines	American Airlines	1
84162	2008	4	ORD	American Airlines	MQ	1
84215	2008	4	ORD	American Airlines	MQ	1
84224	2008	4	ORD	American Airlines	MQ	1
84226	2008	4	ORD	American Airlines	MQ	1
85108	2008	4	ORD	American Airlines	American Airlines	1
85111	2008	4	ORD	American Airlines	American Airlines	1
85835	2008	4	ORD	American Airlines	MQ	1
86303	2008	4	ORD	American Airlines	American Airlines	1
86318	2008	4	ORD	American Airlines	MQ	1
86379	2008	4	ORD	American Airlines	MQ	1
86437	2008	4	ORD	American Airlines	American Airlines	1
86439	2008	4	ORD	American Airlines	American Airlines	3
86442	2008	4	ORD	American Airlines	American Airlines	1
86444	2008	4	ORD	American Airlines	American Airlines	1
86446	2008	4	ORD	American Airlines	American Airlines	1
86450	2008	4	ORD	American Airlines	American Airlines	1
86452	2008	4	ORD	American Airlines	American Airlines	1
86454	2008	4	ORD	American Airlines	American Airlines	1
86456	2008	4	ORD	American Airlines	American Airlines	1
86505	2008	4	ORD	American Airlines	American Airlines	1
86563	2008	4	ORD	American Airlines	99	1
86565	2008	4	ORD	American Airlines	99	1
86567	2008	4	ORD	American Airlines	99	1
86569	2008	4	ORD	American Airlines	99	1
86731	2008	4	ORD	American Airlines	MQ	1
86917	2008	4	ORD	American Airlines	99	1
86919	2008	4	ORD	American Airlines	99	1
86937	2008	4	ORD	American Airlines	American Airlines	1
86939	2008	4	ORD	American Airlines	American Airlines	1
86941	2008	4	ORD	American Airlines	American Airlines	14
86943	2008	4	ORD	American Airlines	American Airlines	1
86945	2008	4	ORD	American Airlines	American Airlines	1
86947	2008	4	ORD	American Airlines	American Airlines	3
86949	2008	4	ORD	American Airlines	American Airlines	1
86951	2008	4	ORD	American Airlines	American Airlines	1
86953	2008	4	ORD	American Airlines	American Airlines	4
86955	2008	4	ORD	American Airlines	American Airlines	1
86957	2008	4	ORD	American Airlines	American Airlines	4
86959	2008	4	ORD	American Airlines	American Airlines	1
86961	2008	4	ORD	American Airlines	American Airlines	1
86963	2008	4	ORD	American Airlines	American Airlines	1
86965	2008	4	ORD	American Airlines	American Airlines	2
86967	2008	4	ORD	American Airlines	American Airlines	1
86969	2008	4	ORD	American Airlines	American Airlines	1
86971	2008	4	ORD	American Airlines	American Airlines	3
86973	2008	4	ORD	American Airlines	American Airlines	2
86975	2008	4	ORD	American Airlines	American Airlines	1
86977	2008	4	ORD	American Airlines	American Airlines	1
86979	2008	4	ORD	American Airlines	American Airlines	1
86981	2008	4	ORD	American Airlines	American Airlines	1
86983	2008	4	ORD	American Airlines	American Airlines	7
86985	2008	4	ORD	American Airlines	American Airlines	2
86987	2008	4	ORD	American Airlines	American Airlines	1
86989	2008	4	ORD	American Airlines	American Airlines	35
86991	2008	4	ORD	American Airlines	American Airlines	1
86993	2008	4	ORD	American Airlines	American Airlines	1
86995	2008	4	ORD	American Airlines	American Airlines	1
86997	2008	4	ORD	American Airlines	American Airlines	1
86999	2008	4	ORD	American Airlines	American Airlines	1
87001	2008	4	ORD	American Airlines	American Airlines	1
87003	2008	4	ORD	American Airlines	American Airlines	1
87005	2008	4	ORD	American Airlines	American Airlines	1
87007	2008	4	ORD	American Airlines	American Airlines	1
87009	2008	4	ORD	American Airlines	American Airlines	1
87011	2008	4	ORD	American Airlines	American Airlines	1
87013	2008	4	ORD	American Airlines	American Airlines	3
87015	2008	4	ORD	American Airlines	American Airlines	1
87017	2008	4	ORD	American Airlines	American Airlines	1
87019	2008	4	ORD	American Airlines	American Airlines	1
87021	2008	4	ORD	American Airlines	American Airlines	1
87023	2008	4	ORD	American Airlines	American Airlines	1
87025	2008	4	ORD	American Airlines	American Airlines	1
87027	2008	4	ORD	American Airlines	American Airlines	1
87029	2008	4	ORD	American Airlines	American Airlines	2
87031	2008	4	ORD	American Airlines	American Airlines	1
87033	2008	4	ORD	American Airlines	American Airlines	1
87035	2008	4	ORD	American Airlines	American Airlines	1
87037	2008	4	ORD	American Airlines	American Airlines	1
87039	2008	4	ORD	American Airlines	American Airlines	3
87041	2008	4	ORD	American Airlines	American Airlines	1
87043	2008	4	ORD	American Airlines	American Airlines	1
87045	2008	4	ORD	American Airlines	American Airlines	3
87047	2008	4	ORD	American Airlines	American Airlines	1
87049	2008	4	ORD	American Airlines	American Airlines	2
87051	2008	4	ORD	American Airlines	American Airlines	3
87053	2008	4	ORD	American Airlines	American Airlines	1
87055	2008	4	ORD	American Airlines	American Airlines	1
87057	2008	4	ORD	American Airlines	American Airlines	2
87059	2008	4	ORD	American Airlines	American Airlines	1
87061	2008	4	ORD	American Airlines	American Airlines	1
87063	2008	4	ORD	American Airlines	American Airlines	1
87065	2008	4	ORD	American Airlines	American Airlines	1
87067	2008	4	ORD	American Airlines	American Airlines	3
87069	2008	4	ORD	American Airlines	American Airlines	5
87071	2008	4	ORD	American Airlines	American Airlines	3
87073	2008	4	ORD	American Airlines	American Airlines	1
87075	2008	4	ORD	American Airlines	American Airlines	1
87077	2008	4	ORD	American Airlines	MQ	5
87079	2008	4	ORD	American Airlines	MQ	1
87081	2008	4	ORD	American Airlines	MQ	1
87083	2008	4	ORD	American Airlines	MQ	1
87085	2008	4	ORD	American Airlines	MQ	3
87087	2008	4	ORD	American Airlines	MQ	1
87089	2008	4	ORD	American Airlines	MQ	1
87091	2008	4	ORD	American Airlines	MQ	1
87093	2008	4	ORD	American Airlines	MQ	2
87095	2008	4	ORD	American Airlines	MQ	1
87097	2008	4	ORD	American Airlines	MQ	1
87099	2008	4	ORD	American Airlines	MQ	1
87101	2008	4	ORD	American Airlines	MQ	1
87103	2008	4	ORD	American Airlines	MQ	5
87105	2008	4	ORD	American Airlines	MQ	1
87107	2008	4	ORD	American Airlines	MQ	1
87109	2008	4	ORD	American Airlines	MQ	1
87111	2008	4	ORD	American Airlines	MQ	1
87113	2008	4	ORD	American Airlines	MQ	1
87115	2008	4	ORD	American Airlines	MQ	3
87117	2008	4	ORD	American Airlines	MQ	1
87119	2008	4	ORD	American Airlines	MQ	1
87121	2008	4	ORD	American Airlines	MQ	1
87123	2008	4	ORD	American Airlines	MQ	1
87125	2008	4	ORD	American Airlines	MQ	1
87127	2008	4	ORD	United Air Lines	United Air Lines	1
87129	2008	4	ORD	United Air Lines	United Air Lines	1
87131	2008	4	ORD	United Air Lines	United Air Lines	1
87133	2008	4	ORD	American Airlines	American Airlines	1
87376	2008	4	ORD	American Airlines	American Airlines	1
87428	2008	4	ORD	American Airlines	American Airlines	3
87430	2008	4	ORD	American Airlines	American Airlines	1
87432	2008	4	ORD	American Airlines	American Airlines	1
87434	2008	4	ORD	American Airlines	American Airlines	1
87436	2008	4	ORD	American Airlines	American Airlines	1
87438	2008	4	ORD	American Airlines	MQ	1
87598	2008	4	ORD	American Airlines	American Airlines	1
87606	2008	4	ORD	American Airlines	American Airlines	1
87792	2008	4	ORD	American Airlines	American Airlines	1
87794	2008	4	ORD	American Airlines	American Airlines	1
88149	2008	4	ORD	American Airlines	American Airlines	1
88256	2008	4	ORD	American Airlines	American Airlines	1
88354	2008	4	ORD	American Airlines	99	1
89286	2008	4	ORD	American Airlines	American Airlines	1
90570	2008	4	ORD	American Airlines	99	1
90892	2008	4	ORD	American Airlines	99	1
91079	2008	4	ORD	American Airlines	American Airlines	1
91091	2008	4	ORD	American Airlines	American Airlines	1
91093	2008	4	ORD	American Airlines	American Airlines	1
91095	2008	4	ORD	American Airlines	American Airlines	1
91097	2008	4	ORD	American Airlines	American Airlines	11
91099	2008	4	ORD	American Airlines	American Airlines	1
91101	2008	4	ORD	American Airlines	American Airlines	1
91103	2008	4	ORD	American Airlines	American Airlines	1
91105	2008	4	ORD	American Airlines	American Airlines	1
91107	2008	4	ORD	American Airlines	American Airlines	1
91109	2008	4	ORD	American Airlines	American Airlines	1
91111	2008	4	ORD	American Airlines	American Airlines	1
91113	2008	4	ORD	American Airlines	American Airlines	1
91115	2008	4	ORD	American Airlines	American Airlines	1
91123	2008	4	ORD	Continental Air Lines	Continental Air Lines	1
91129	2008	4	ORD	American Airlines	99	1
91131	2008	4	ORD	American Airlines	American Airlines	1
91141	2008	4	ORD	American Airlines	American Airlines	2
91143	2008	4	ORD	American Airlines	American Airlines	1
91145	2008	4	ORD	American Airlines	American Airlines	1
91147	2008	4	ORD	American Airlines	American Airlines	1
91149	2008	4	ORD	American Airlines	American Airlines	2
91151	2008	4	ORD	American Airlines	American Airlines	1
91153	2008	4	ORD	American Airlines	American Airlines	1
91155	2008	4	ORD	American Airlines	American Airlines	1
91157	2008	4	ORD	American Airlines	American Airlines	1
91159	2008	4	ORD	American Airlines	American Airlines	1
91161	2008	4	ORD	American Airlines	American Airlines	1
91163	2008	4	ORD	American Airlines	American Airlines	1
91165	2008	4	ORD	American Airlines	American Airlines	1
91167	2008	4	ORD	American Airlines	American Airlines	1
91169	2008	4	ORD	American Airlines	American Airlines	1
91171	2008	4	ORD	American Airlines	American Airlines	1
91173	2008	4	ORD	American Airlines	American Airlines	1
91556	2008	4	ORD	American Airlines	99	1
92017	2008	4	ORD	American Airlines	American Airlines	1
92019	2008	4	ORD	American Airlines	American Airlines	2
92021	2008	4	ORD	American Airlines	American Airlines	1
92023	2008	4	ORD	American Airlines	American Airlines	1
92025	2008	4	ORD	American Airlines	American Airlines	2
92027	2008	4	ORD	American Airlines	American Airlines	1
92571	2008	4	ORD	American Airlines	American Airlines	1
92746	2008	4	ORD	American Airlines	American Airlines	1
93005	2008	4	ORD	United Air Lines	United Air Lines	1
93007	2008	4	ORD	American Airlines	American Airlines	1
93009	2008	4	ORD	American Airlines	American Airlines	3
93011	2008	4	ORD	American Airlines	American Airlines	1
93013	2008	4	ORD	American Airlines	American Airlines	1
93015	2008	4	ORD	American Airlines	American Airlines	1
93017	2008	4	ORD	American Airlines	American Airlines	2
93019	2008	4	ORD	American Airlines	American Airlines	1
93021	2008	4	ORD	American Airlines	American Airlines	1
93023	2008	4	ORD	American Airlines	American Airlines	2
93025	2008	4	ORD	American Airlines	American Airlines	1
93027	2008	4	ORD	American Airlines	American Airlines	1
93029	2008	4	ORD	American Airlines	American Airlines	1
93031	2008	4	ORD	American Airlines	American Airlines	2
93033	2008	4	ORD	American Airlines	American Airlines	1
93035	2008	4	ORD	American Airlines	American Airlines	3
93037	2008	4	ORD	American Airlines	American Airlines	1
93039	2008	4	ORD	American Airlines	American Airlines	1
93041	2008	4	ORD	American Airlines	American Airlines	1
93043	2008	4	ORD	American Airlines	American Airlines	1
93045	2008	4	ORD	American Airlines	American Airlines	1
93047	2008	4	ORD	American Airlines	American Airlines	1
93049	2008	4	ORD	American Airlines	American Airlines	2
93051	2008	4	ORD	American Airlines	American Airlines	2
93053	2008	4	ORD	American Airlines	American Airlines	1
93055	2008	4	ORD	American Airlines	American Airlines	1
93057	2008	4	ORD	American Airlines	American Airlines	1
93059	2008	4	ORD	American Airlines	American Airlines	1
93175	2008	4	ORD	American Airlines	American Airlines	1
93216	2008	4	ORD	American Airlines	99	1
93263	2008	4	ORD	American Airlines	American Airlines	1
93265	2008	4	ORD	American Airlines	American Airlines	1
93267	2008	4	ORD	American Airlines	American Airlines	1
93355	2008	4	ORD	American Airlines	99	1
93357	2008	4	ORD	American Airlines	99	1
93359	2008	4	ORD	American Airlines	99	1
93379	2008	4	ORD	American Airlines	American Airlines	1
93381	2008	4	ORD	American Airlines	American Airlines	1
93383	2008	4	ORD	American Airlines	99	1
93385	2008	4	ORD	American Airlines	99	1
93478	2008	4	ORD	American Airlines	American Airlines	1
93499	2008	4	ORD	American Airlines	American Airlines	1
93568	2008	4	ORD	US Airways	US Airways	1
93570	2008	4	ORD	US Airways	US Airways	1
93572	2008	4	ORD	US Airways	US Airways	1
93574	2008	4	ORD	US Airways	US Airways	1
93576	2008	4	ORD	US Airways	US Airways	1
93578	2008	4	ORD	US Airways	US Airways	1
93580	2008	4	ORD	US Airways	US Airways	1
93582	2008	4	ORD	US Airways	99	1
93665	2008	4	ORD	American Airlines	American Airlines	1
93668	2008	4	ORD	American Airlines	American Airlines	5
93670	2008	4	ORD	American Airlines	American Airlines	1
93672	2008	4	ORD	American Airlines	American Airlines	1
93674	2008	4	ORD	American Airlines	American Airlines	1
93676	2008	4	ORD	American Airlines	American Airlines	1
93678	2008	4	ORD	American Airlines	American Airlines	1
93684	2008	4	ORD	American Airlines	American Airlines	1
93686	2008	4	ORD	American Airlines	American Airlines	2
93688	2008	4	ORD	American Airlines	American Airlines	1
93690	2008	4	ORD	American Airlines	American Airlines	1
93692	2008	4	ORD	American Airlines	American Airlines	1
93694	2008	4	ORD	American Airlines	American Airlines	1
93741	2008	4	ORD	American Airlines	99	1
93747	2008	4	ORD	American Airlines	American Airlines	1
93749	2008	4	ORD	American Airlines	American Airlines	1
93751	2008	4	ORD	American Airlines	American Airlines	1
93753	2008	4	ORD	American Airlines	American Airlines	1
93755	2008	4	ORD	American Airlines	American Airlines	1
93757	2008	4	ORD	American Airlines	American Airlines	1
93759	2008	4	ORD	American Airlines	American Airlines	1
93761	2008	4	ORD	American Airlines	American Airlines	3
93763	2008	4	ORD	American Airlines	American Airlines	21
93765	2008	4	ORD	American Airlines	American Airlines	1
93767	2008	4	ORD	American Airlines	American Airlines	1
93769	2008	4	ORD	American Airlines	American Airlines	1
93771	2008	4	ORD	American Airlines	American Airlines	12
93773	2008	4	ORD	American Airlines	American Airlines	3
93775	2008	4	ORD	American Airlines	American Airlines	1
93777	2008	4	ORD	American Airlines	American Airlines	1
93779	2008	4	ORD	American Airlines	American Airlines	1
93781	2008	4	ORD	American Airlines	American Airlines	1
93783	2008	4	ORD	American Airlines	American Airlines	7
93785	2008	4	ORD	American Airlines	American Airlines	2
93787	2008	4	ORD	American Airlines	American Airlines	1
93789	2008	4	ORD	American Airlines	American Airlines	3
93791	2008	4	ORD	American Airlines	American Airlines	2
93793	2008	4	ORD	American Airlines	American Airlines	8
93795	2008	4	ORD	American Airlines	American Airlines	1
93797	2008	4	ORD	American Airlines	American Airlines	2
93799	2008	4	ORD	American Airlines	American Airlines	2
93801	2008	4	ORD	American Airlines	American Airlines	1
93803	2008	4	ORD	American Airlines	American Airlines	2
93805	2008	4	ORD	American Airlines	American Airlines	1
93807	2008	4	ORD	American Airlines	American Airlines	3
93809	2008	4	ORD	American Airlines	American Airlines	2
93811	2008	4	ORD	American Airlines	American Airlines	39
93813	2008	4	ORD	American Airlines	American Airlines	1
93815	2008	4	ORD	American Airlines	American Airlines	1
93817	2008	4	ORD	American Airlines	American Airlines	1
93819	2008	4	ORD	American Airlines	American Airlines	2
93821	2008	4	ORD	American Airlines	American Airlines	8
93823	2008	4	ORD	American Airlines	American Airlines	1
93825	2008	4	ORD	American Airlines	American Airlines	2
93827	2008	4	ORD	American Airlines	American Airlines	1
93829	2008	4	ORD	American Airlines	American Airlines	1
93831	2008	4	ORD	American Airlines	American Airlines	3
93833	2008	4	ORD	American Airlines	American Airlines	2
93835	2008	4	ORD	American Airlines	American Airlines	1
93837	2008	4	ORD	American Airlines	American Airlines	1
93839	2008	4	ORD	American Airlines	American Airlines	1
93841	2008	4	ORD	American Airlines	American Airlines	1
93843	2008	4	ORD	American Airlines	American Airlines	1
93845	2008	4	ORD	American Airlines	American Airlines	1
93847	2008	4	ORD	American Airlines	American Airlines	4
93849	2008	4	ORD	American Airlines	American Airlines	3
93851	2008	4	ORD	American Airlines	American Airlines	1
93853	2008	4	ORD	American Airlines	American Airlines	2
93855	2008	4	ORD	American Airlines	American Airlines	1
93857	2008	4	ORD	American Airlines	American Airlines	1
93859	2008	4	ORD	American Airlines	American Airlines	2
93861	2008	4	ORD	American Airlines	American Airlines	2
93863	2008	4	ORD	American Airlines	American Airlines	12
93865	2008	4	ORD	American Airlines	American Airlines	3
93867	2008	4	ORD	American Airlines	American Airlines	1
93869	2008	4	ORD	American Airlines	American Airlines	1
93871	2008	4	ORD	American Airlines	American Airlines	1
93873	2008	4	ORD	American Airlines	American Airlines	1
93875	2008	4	ORD	American Airlines	American Airlines	1
93877	2008	4	ORD	American Airlines	American Airlines	2
93879	2008	4	ORD	American Airlines	American Airlines	1
93881	2008	4	ORD	American Airlines	American Airlines	3
93883	2008	4	ORD	American Airlines	American Airlines	1
93885	2008	4	ORD	American Airlines	American Airlines	2
93887	2008	4	ORD	American Airlines	American Airlines	5
93889	2008	4	ORD	American Airlines	American Airlines	1
93891	2008	4	ORD	American Airlines	American Airlines	5
93893	2008	4	ORD	American Airlines	American Airlines	4
93895	2008	4	ORD	American Airlines	American Airlines	1
93897	2008	4	ORD	American Airlines	American Airlines	2
93899	2008	4	ORD	American Airlines	American Airlines	5
93901	2008	4	ORD	American Airlines	American Airlines	2
93903	2008	4	ORD	American Airlines	American Airlines	3
93905	2008	4	ORD	American Airlines	American Airlines	1
93907	2008	4	ORD	American Airlines	American Airlines	5
93909	2008	4	ORD	American Airlines	American Airlines	1
93911	2008	4	ORD	American Airlines	American Airlines	1
93913	2008	4	ORD	American Airlines	American Airlines	5
93915	2008	4	ORD	American Airlines	American Airlines	4
93917	2008	4	ORD	American Airlines	American Airlines	1
93919	2008	4	ORD	American Airlines	American Airlines	1
93921	2008	4	ORD	American Airlines	American Airlines	1
93923	2008	4	ORD	American Airlines	American Airlines	1
93925	2008	4	ORD	American Airlines	American Airlines	1
93927	2008	4	ORD	American Airlines	American Airlines	2
93929	2008	4	ORD	American Airlines	American Airlines	3
93931	2008	4	ORD	American Airlines	American Airlines	1
93933	2008	4	ORD	American Airlines	American Airlines	2
93935	2008	4	ORD	American Airlines	American Airlines	2
93937	2008	4	ORD	American Airlines	American Airlines	2
93939	2008	4	ORD	American Airlines	American Airlines	4
93941	2008	4	ORD	American Airlines	American Airlines	2
93943	2008	4	ORD	American Airlines	American Airlines	1
93945	2008	4	ORD	American Airlines	American Airlines	6
93947	2008	4	ORD	American Airlines	American Airlines	2
93949	2008	4	ORD	American Airlines	American Airlines	2
93951	2008	4	ORD	American Airlines	American Airlines	1
93953	2008	4	ORD	American Airlines	American Airlines	6
93955	2008	4	ORD	American Airlines	American Airlines	1
93957	2008	4	ORD	American Airlines	American Airlines	1
93959	2008	4	ORD	American Airlines	American Airlines	1
93961	2008	4	ORD	American Airlines	American Airlines	1
93963	2008	4	ORD	American Airlines	American Airlines	1
93965	2008	4	ORD	American Airlines	American Airlines	3
93967	2008	4	ORD	American Airlines	American Airlines	1
93969	2008	4	ORD	American Airlines	American Airlines	1
93971	2008	4	ORD	American Airlines	American Airlines	3
93973	2008	4	ORD	American Airlines	American Airlines	1
93975	2008	4	ORD	American Airlines	American Airlines	1
93977	2008	4	ORD	American Airlines	American Airlines	1
93979	2008	4	ORD	American Airlines	American Airlines	1
93981	2008	4	ORD	American Airlines	American Airlines	1
93983	2008	4	ORD	American Airlines	American Airlines	1
93985	2008	4	ORD	American Airlines	American Airlines	2
93987	2008	4	ORD	American Airlines	American Airlines	1
